"","Member","Year","Leadtime","Precipitation"
"116",15,1986,2,1.40491289678362
"117",16,1986,2,2.34426761622672
"118",17,1986,2,1.04473362646183
"119",18,1986,2,2.4303068065701
"120",19,1986,2,2.30126698373667
"121",20,1986,2,3.22340253544064
"122",21,1986,2,3.07840715088977
"123",22,1986,2,2.85720494320889
"124",23,1986,2,2.98468417707611
"125",24,1986,2,3.62678789798089
"126",0,1987,2,5.24703542061246
"127",1,1987,2,2.25663016544913
"128",2,1987,2,3.89324331632061
"129",3,1987,2,2.1708878200867
"130",4,1987,2,2.43703347984993
"131",5,1987,2,2.95992882909497
"132",6,1987,2,3.67272430874484
"133",7,1987,2,4.57772157598006
"134",8,1987,2,3.64675822181887
"135",9,1987,2,3.38283529561872
"136",10,1987,2,2.02918446786198
"137",11,1987,2,3.07037261715664
"138",12,1987,2,2.90060269957746
"139",13,1987,2,3.50738127734093
"140",14,1987,2,2.42349811410803
"141",15,1987,2,2.83646698881553
"142",16,1987,2,1.43746849770253
"143",17,1987,2,2.53214360458609
"144",18,1987,2,1.4844251239648
"145",19,1987,2,2.61250736238793
"146",20,1987,2,2.90156844856544
"147",21,1987,2,2.52111701971392
"148",22,1987,2,2.07595585421498
"149",23,1987,2,1.63047910739591
"150",24,1987,2,3.15038132982711
"151",0,1988,2,3.05885197084215
"152",1,1988,2,2.26484615805089
"153",2,1988,2,3.20499101154351
"154",3,1988,2,3.24666225198555
"155",4,1988,2,1.82524285506355
"156",5,1988,2,0.654093518715218
"157",6,1988,2,3.39670281257247
"158",7,1988,2,1.80731078249975
"159",8,1988,2,1.57089730441937
"160",9,1988,2,1.23911270626257
"161",10,1988,2,1.84798376429486
"162",11,1988,2,2.15260796027805
"163",12,1988,2,1.43147339308078
"164",13,1988,2,3.36942507817188
"165",14,1988,2,4.16432041253168
"166",15,1988,2,3.25567309312213
"167",16,1988,2,1.27944243286347
"168",17,1988,2,2.99481879066596
"169",18,1988,2,2.40153267705565
"170",19,1988,2,4.2285620000579
"171",20,1988,2,1.36701083414663
"172",21,1988,2,1.94339962513222
"173",22,1988,2,1.04366135702734
"174",23,1988,2,2.54731192844966
"175",24,1988,2,1.88260656973647
"176",0,1989,2,3.02343791947898
"177",1,1989,2,3.18873242028027
"178",2,1989,2,2.37411106790033
"179",3,1989,2,3.30997039119178
"180",4,1989,2,3.29004129300502
"181",5,1989,2,2.95073957168461
"182",6,1989,2,2.30423560800855
"183",7,1989,2,1.96555948637641
"184",8,1989,2,2.04631718494525
"185",9,1989,2,4.44590101127812
"186",10,1989,2,3.26741230058953
"187",11,1989,2,2.91230777030461
"188",12,1989,2,1.39799805757819
"189",13,1989,2,2.31209664972426
"190",14,1989,2,4.51921269360298
"191",15,1989,2,2.47334181695421
"192",16,1989,2,2.42499052181841
"193",17,1989,2,2.05845626686845
"194",18,1989,2,2.76345253943481
"195",19,1989,2,2.76895666913433
"196",20,1989,2,2.53759110017536
"197",21,1989,2,2.81992915753538
"198",22,1989,2,2.16834157208705
"199",23,1989,2,3.89962119407095
"200",24,1989,2,3.35167747795169
"201",0,1990,2,3.25910931953728
"202",1,1990,2,1.55432513332179
"203",2,1990,2,3.67468705926172
"204",3,1990,2,1.40411630396439
"205",4,1990,2,3.1920080849622
"206",5,1990,2,2.9129600432309
"207",6,1990,2,2.91080276329823
"208",7,1990,2,2.22471960502717
"209",8,1990,2,2.58415987354778
"210",9,1990,2,3.54445226475473
"211",10,1990,2,4.05974970937508
"212",11,1990,2,4.4466866072366
"213",12,1990,2,3.40639299769447
"214",13,1990,2,3.2589446047413
"215",14,1990,2,2.32387700409471
"216",15,1990,2,1.92760715432505
"217",16,1990,2,1.62942376812721
"218",17,1990,2,2.25591661973701
"219",18,1990,2,2.47422091917567
"220",19,1990,2,2.0620813826041
"221",20,1990,2,2.41812890905806
"222",21,1990,2,4.12724399312501
"223",22,1990,2,3.23391667598352
"224",23,1990,2,2.78962637430356
"225",24,1990,2,2.38130038041941
"226",0,1991,2,2.87577017989755
"227",1,1991,2,2.98412406482943
"228",2,1991,2,3.62257526021791
"229",3,1991,2,1.83804199664035
"230",4,1991,2,2.42888743370154
"231",5,1991,2,2.02688118240622
"232",6,1991,2,2.03064046818152
"233",7,1991,2,3.15955567376519
"234",8,1991,2,2.08187105012013
"235",9,1991,2,1.74714964237265
"236",10,1991,2,4.98818486651229
"237",11,1991,2,2.36015290610613
"238",12,1991,2,3.63604538681053
"239",13,1991,2,2.82940199811365
"240",14,1991,2,2.41858613990765
"241",15,1991,2,2.65587817483189
"242",16,1991,2,1.28250344067405
"243",17,1991,2,3.94327673395684
"244",18,1991,2,4.01868464265127
"245",19,1991,2,2.15668752426653
"246",20,1991,2,2.23620411808526
"247",21,1991,2,2.81344954546016
"248",22,1991,2,1.3009971967582
"249",23,1991,2,2.72911876186345
"250",24,1991,2,2.97324591042858
"251",0,1992,2,3.37581726015448
"252",1,1992,2,2.14236298460029
"253",2,1992,2,1.72342596819076
"254",3,1992,2,3.31090280819063
"255",4,1992,2,2.68978809141814
"256",5,1992,2,2.17608905589131
"257",6,1992,2,4.19881942746865
"258",7,1992,2,2.0402826397806
"259",8,1992,2,1.99178063005236
"260",9,1992,2,2.37240788069722
"261",10,1992,2,1.5285983874674
"262",11,1992,2,3.04872766913147
"263",12,1992,2,3.1384391582767
"264",13,1992,2,1.93249605677314
"265",14,1992,2,1.54197869722858
"266",15,1992,2,3.00560440414468
"267",16,1992,2,1.76949023504426
"268",17,1992,2,4.84633432202838
"269",18,1992,2,4.1936415608018
"270",19,1992,2,4.106434330113
"271",20,1992,2,2.49691260773686
"272",21,1992,2,1.91421364122256
"273",22,1992,2,3.5683494463521
"274",23,1992,2,2.99231589991027
"275",24,1992,2,2.72489410670552
"276",0,1993,2,3.33689720613796
"277",1,1993,2,2.74917712927903
"278",2,1993,2,3.21919248176133
"279",3,1993,2,2.48747191127564
"280",4,1993,2,2.78100749185238
"281",5,1993,2,2.89757119518421
"282",6,1993,2,5.26567606502164
"283",7,1993,2,1.68935361542902
"284",8,1993,2,3.06925949706301
"285",9,1993,2,1.3635080024474
"286",10,1993,2,2.00069591680801
"287",11,1993,2,1.58435456675124
"288",12,1993,2,2.58531322132558
"289",13,1993,2,3.44251725673005
"290",14,1993,2,2.41928411095799
"291",15,1993,2,3.25726973816661
"292",16,1993,2,4.79190378177893
"293",17,1993,2,2.94350522980999
"294",18,1993,2,2.01396846127016
"295",19,1993,2,3.19240632917864
"296",20,1993,2,2.26584202149272
"297",21,1993,2,2.06978958329732
"298",22,1993,2,2.17240212041925
"299",23,1993,2,1.42422820285328
"300",24,1993,2,3.14594699656797
"301",0,1994,2,3.26841830355821
"302",1,1994,2,3.64347259692639
"303",2,1994,2,3.90234291970211
"304",3,1994,2,3.18268985912839
"305",4,1994,2,3.31883590635918
"306",5,1994,2,3.61157749352019
"307",6,1994,2,2.59894453001103
"308",7,1994,2,2.47908350434045
"309",8,1994,2,4.76997653870138
"310",9,1994,2,4.17270442984681
"311",10,1994,2,3.29041978395803
"312",11,1994,2,1.3991512680138
"313",12,1994,2,2.53406485107449
"314",13,1994,2,1.95955355495465
"315",14,1994,2,2.58389527646285
"316",15,1994,2,2.41646637679263
"317",16,1994,2,2.98304916982686
"318",17,1994,2,4.73432350024106
"319",18,1994,2,2.36623445727501
"320",19,1994,2,3.68515182855515
"321",20,1994,2,3.52732253652726
"322",21,1994,2,2.49934697339771
"323",22,1994,2,4.64909534621399
"324",23,1994,2,2.47201348161318
"325",24,1994,2,2.3649702627045
"326",0,1995,2,3.08888844690754
"327",1,1995,2,3.16545155601157
"328",2,1995,2,4.31319020828631
"329",3,1995,2,3.97804045102017
"330",4,1995,2,2.61911590606925
"331",5,1995,2,1.62425682476893
"332",6,1995,2,3.15073277765769
"333",7,1995,2,1.94318733037746
"334",8,1995,2,2.93591972542979
"335",9,1995,2,2.37868487818908
"336",10,1995,2,1.58360355100565
"337",11,1995,2,2.33116535960756
"338",12,1995,2,2.5506635877076
"339",13,1995,2,3.04993393279656
"340",14,1995,2,2.9602820627997
"341",15,1995,2,1.47190847738225
"342",16,1995,2,2.72248596237349
"343",17,1995,2,1.44189104932603
"344",18,1995,2,1.22885110949836
"345",19,1995,2,3.28027812092082
"346",20,1995,2,2.68465622702222
"347",21,1995,2,3.31436656769108
"348",22,1995,2,1.94785158044661
"349",23,1995,2,2.54691193814334
"350",24,1995,2,3.62547440844516
"351",0,1996,2,1.99118695456417
"352",1,1996,2,3.65904614554872
"353",2,1996,2,1.33457393071823
"354",3,1996,2,2.77738539250377
"355",4,1996,2,3.92494112335828
"356",5,1996,2,2.94056773368344
"357",6,1996,2,2.54799967091743
"358",7,1996,2,2.92867870517639
"359",8,1996,2,2.80636603201205
"360",9,1996,2,3.44274389041107
"361",10,1996,2,3.90683822574326
"362",11,1996,2,3.66539915260589
"363",12,1996,2,3.03063561328796
"364",13,1996,2,4.97508684932214
"365",14,1996,2,0.806358355918023
"366",15,1996,2,3.72118316182522
"367",16,1996,2,2.43817378678464
"368",17,1996,2,2.17779354469815
"369",18,1996,2,4.52218942550472
"370",19,1996,2,2.1049504748773
"371",20,1996,2,4.03499838424204
"372",21,1996,2,2.30005239396126
"373",22,1996,2,1.94909819783512
"374",23,1996,2,3.0940771806747
"375",24,1996,2,3.9180126194393
"376",0,1997,2,3.09795020430871
"377",1,1997,2,1.34558697111381
"378",2,1997,2,3.41660894208974
"379",3,1997,2,3.11152562563443
"380",4,1997,2,1.46320842878291
"381",5,1997,2,2.28014849594472
"382",6,1997,2,3.53073634321838
"383",7,1997,2,1.37970101524899
"384",8,1997,2,1.3155636601208
"385",9,1997,2,2.75493530897583
"386",10,1997,2,1.49167408185207
"387",11,1997,2,1.05667372830764
"388",12,1997,2,0.906803453524382
"389",13,1997,2,2.02655770053617
"390",14,1997,2,3.20777796996561
"391",15,1997,2,2.19299260992418
"392",16,1997,2,2.65434599353803
"393",17,1997,2,1.58132420304705
"394",18,1997,2,1.46924990358631
"395",19,1997,2,4.32366992194343
"396",20,1997,2,2.2877262775147
"397",21,1997,2,2.63036407944473
"398",22,1997,2,2.69353882771964
"399",23,1997,2,3.113497089
"400",24,1997,2,1.24038301619637
"401",0,1998,2,1.98525023314412
"402",1,1998,2,3.2802481003289
"403",2,1998,2,4.2964456719226
"404",3,1998,2,2.53031147416395
"405",4,1998,2,2.08548281075796
"406",5,1998,2,3.39524121067572
"407",6,1998,2,3.19482477335291
"408",7,1998,2,3.74630373586093
"409",8,1998,2,1.5679366935245
"410",9,1998,2,2.31926218454863
"411",10,1998,2,2.51217479693296
"412",11,1998,2,3.08304702302917
"413",12,1998,2,2.39473725835885
"414",13,1998,2,3.08798383086966
"415",14,1998,2,1.86153606110293
"416",15,1998,2,2.12043291560731
"417",16,1998,2,1.44141020672686
"418",17,1998,2,3.00027086164578
"419",18,1998,2,1.76529131833789
"420",19,1998,2,1.59443537115954
"421",20,1998,2,2.46660842160027
"422",21,1998,2,2.84480819275787
"423",22,1998,2,1.08247235677252
"424",23,1998,2,1.89118387767841
"425",24,1998,2,2.81316516888816
"426",0,1999,2,3.72922805809494
"427",1,1999,2,2.85919913966815
"428",2,1999,2,2.90102769757421
"429",3,1999,2,2.75484378245968
"430",4,1999,2,2.3185551829093
"431",5,1999,2,2.67478337208634
"432",6,1999,2,2.22586817454817
"433",7,1999,2,1.39668676072322
"434",8,1999,2,1.71239280327973
"435",9,1999,2,2.39415805701163
"436",10,1999,2,3.07119035914631
"437",11,1999,2,2.27339323087199
"438",12,1999,2,3.71562733324029
"439",13,1999,2,1.81783311973698
"440",14,1999,2,1.23354418654837
"441",15,1999,2,2.74930686968781
"442",16,1999,2,2.74987452845866
"443",17,1999,2,1.96573618868489
"444",18,1999,2,2.14399344680372
"445",19,1999,2,1.50313126193419
"446",20,1999,2,2.00722502147676
"447",21,1999,2,2.30569528205065
"448",22,1999,2,2.31160010559045
"449",23,1999,2,2.35585634733046
"450",24,1999,2,2.61010056453608
"451",0,2000,2,2.50680396744657
"452",1,2000,2,3.81773743966345
"453",2,2000,2,2.29412814212584
"454",3,2000,2,2.4022436604916
"455",4,2000,2,2.77039802793034
"456",5,2000,2,3.30423199090927
"457",6,2000,2,0.914327541250123
"458",7,2000,2,3.05715877957861
"459",8,2000,2,1.63732837298206
"460",9,2000,2,3.90310476806844
"461",10,2000,2,3.50089224739265
"462",11,2000,2,2.02817307580122
"463",12,2000,2,2.85487756921192
"464",13,2000,2,1.72193705961886
"465",14,2000,2,2.46286432276393
"466",15,2000,2,1.95485222150248
"467",16,2000,2,3.78804645333711
"468",17,2000,2,3.61489833091658
"469",18,2000,2,1.73582593678095
"470",19,2000,2,3.02975660021295
"471",20,2000,2,3.62375894774418
"472",21,2000,2,2.40349131908275
"473",22,2000,2,2.25195858097957
"474",23,2000,2,1.79439190122461
"475",24,2000,2,4.20500853816445
"476",0,2001,2,2.18535364082306
"477",1,2001,2,3.20966089559686
"478",2,2001,2,2.08482842780247
"479",3,2001,2,3.3556445541354
"480",4,2001,2,0.657759595302349
"481",5,2001,2,2.46798319451951
"482",6,2001,2,1.78137922646859
"483",7,2001,2,0.548665576598804
"484",8,2001,2,3.28654072243223
"485",9,2001,2,2.80222352736875
"486",10,2001,2,3.65244139932992
"487",11,2001,2,4.11013328064498
"488",12,2001,2,3.32357864846453
"489",13,2001,2,3.38543602139456
"490",14,2001,2,2.07862522923957
"491",15,2001,2,2.14412075240959
"492",16,2001,2,2.26513637898086
"493",17,2001,2,2.50219243773104
"494",18,2001,2,2.64432293269576
"495",19,2001,2,1.58083184345977
"496",20,2001,2,4.11848545036533
"497",21,2001,2,2.69317636324693
"498",22,2001,2,5.06808175254185
"499",23,2001,2,2.50701371674453
"500",24,2001,2,2.25469146613716
"501",0,2002,2,2.33504610133197
"502",1,2002,2,2.54309732841927
"503",2,2002,2,1.48714012718673
"504",3,2002,2,2.0171992762134
"505",4,2002,2,2.00295651209565
"506",5,2002,2,4.46064902990637
"507",6,2002,2,1.35439272858427
"508",7,2002,2,1.73919986642102
"509",8,2002,2,2.72850594846315
"510",9,2002,2,3.89508790834757
"511",10,2002,2,1.04076613165771
"512",11,2002,2,3.8103762652529
"513",12,2002,2,2.42159506314114
"514",13,2002,2,2.29656374305868
"515",14,2002,2,2.7629916198963
"516",15,2002,2,1.51583256145172
"517",16,2002,2,2.35623640751042
"518",17,2002,2,2.97581559595207
"519",18,2002,2,3.41112195532626
"520",19,2002,2,2.17903019817906
"521",20,2002,2,2.33497611376446
"522",21,2002,2,1.82775189124574
"523",22,2002,2,4.25828377857283
"524",23,2002,2,3.04438169014996
"525",24,2002,2,3.29072955811733
"526",0,2003,2,3.54484899500758
"527",1,2003,2,2.04262960808677
"528",2,2003,2,2.285792663196
"529",3,2003,2,2.18731897259232
"530",4,2003,2,4.24917321512404
"531",5,2003,2,1.62772168807459
"532",6,2003,2,2.40964984615429
"533",7,2003,2,1.6936279099112
"534",8,2003,2,0.81554733695885
"535",9,2003,2,3.27201119164993
"536",10,2003,2,3.42872811911826
"537",11,2003,2,0.815821060330429
"538",12,2003,2,3.25376497889236
"539",13,2003,2,2.32736419780634
"540",14,2003,2,2.11294306678949
"541",15,2003,2,0.484719555443845
"542",16,2003,2,2.05483373503037
"543",17,2003,2,2.15260043709286
"544",18,2003,2,2.07559656442915
"545",19,2003,2,2.23354444861644
"546",20,2003,2,2.72674671457222
"547",21,2003,2,3.21831100254854
"548",22,2003,2,0.969100017652293
"549",23,2003,2,1.45977483147638
"550",24,2003,2,1.165568775787
"551",0,2004,2,3.60819822012066
"552",1,2004,2,3.13866166643483
"553",2,2004,2,3.26497533086235
"554",3,2004,2,2.27188308704279
"555",4,2004,2,1.71883490980438
"556",5,2004,2,1.0892119065537
"557",6,2004,2,1.15473981742748
"558",7,2004,2,2.38066208740903
"559",8,2004,2,2.05727382027938
"560",9,2004,2,1.22291742062685
"561",10,2004,2,4.20332363269167
"562",11,2004,2,1.94989329346856
"563",12,2004,2,1.63134344401622
"564",13,2004,2,1.6347524433524
"565",14,2004,2,4.07916800551672
"566",15,2004,2,1.53511357325873
"567",16,2004,2,2.70674241853486
"568",17,2004,2,1.8626803662825
"569",18,2004,2,2.02891268481124
"570",19,2004,2,2.82947101788934
"571",20,2004,2,1.8817395715337
"572",21,2004,2,2.07124026400505
"573",22,2004,2,1.41908175766248
"574",23,2004,2,2.47697063387749
"575",24,2004,2,3.22521578227108
"576",0,2005,2,1.18043367658249
"577",1,2005,2,2.68150668379958
"578",2,2005,2,3.05120415230247
"579",3,2005,2,3.8285018944773
"580",4,2005,2,1.88182369220873
"581",5,2005,2,3.09299376958884
"582",6,2005,2,3.50662688846787
"583",7,2005,2,3.96540992697917
"584",8,2005,2,1.3957214035171
"585",9,2005,2,1.01367632937427
"586",10,2005,2,3.04907680272713
"587",11,2005,2,2.15218197054823
"588",12,2005,2,3.32474611693274
"589",13,2005,2,1.19784873987702
"590",14,2005,2,1.91635629884837
"591",15,2005,2,2.6168738395241
"592",16,2005,2,3.07447364515119
"593",17,2005,2,1.13392036917517
"594",18,2005,2,3.31832539092298
"595",19,2005,2,1.88635839199988
"596",20,2005,2,2.42603638849061
"597",21,2005,2,2.45173445870971
"598",22,2005,2,3.02422302673608
"599",23,2005,2,2.96522425418811
"600",24,2005,2,2.15904619997408
"601",0,2006,2,0.701203755179541
"602",1,2006,2,2.84162732300453
"603",2,2006,2,3.22007587986765
"604",3,2006,2,3.86292179915724
"605",4,2006,2,3.26440579739858
"606",5,2006,2,1.86306141817209
"607",6,2006,2,1.89359667959116
"608",7,2006,2,2.28354924843587
"609",8,2006,2,1.85086654187439
"610",9,2006,2,1.70777214500853
"611",10,2006,2,2.49521119892135
"612",11,2006,2,2.65422953871933
"613",12,2006,2,2.92972208186041
"614",13,2006,2,2.0677892297481
"615",14,2006,2,1.11610613154709
"616",15,2006,2,1.60696918879422
"617",16,2006,2,2.27158168921783
"618",17,2006,2,3.44494589169227
"619",18,2006,2,1.38372636989507
"620",19,2006,2,1.5809494515611
"621",20,2006,2,1.83111490346623
"622",21,2006,2,1.20495934082828
"623",22,2006,2,2.46609498363364
"624",23,2006,2,4.12373034006495
"625",24,2006,2,2.10200861149091
"626",0,2007,2,1.81886463898131
"627",1,2007,2,4.15470443848099
"628",2,2007,2,2.01273626850414
"629",3,2007,2,2.8010972840712
"630",4,2007,2,0.554685925007431
"631",5,2007,2,2.69026646960418
"632",6,2007,2,2.35269850025969
"633",7,2007,2,1.3752405139588
"634",8,2007,2,4.03481903368628
"635",9,2007,2,1.83043130476951
"636",10,2007,2,0.81672819569652
"637",11,2007,2,1.69337956693089
"638",12,2007,2,4.31842337108506
"639",13,2007,2,1.67859483172221
"640",14,2007,2,1.6189590663325
"641",15,2007,2,1.26977493876113
"642",16,2007,2,1.75656804135062
"643",17,2007,2,2.86618764574078
"644",18,2007,2,2.54072990893532
"645",19,2007,2,2.54572290868366
"646",20,2007,2,3.43590458640677
"647",21,2007,2,2.20461769732959
"648",22,2007,2,3.72077293475921
"649",23,2007,2,3.88149087875084
"650",24,2007,2,2.86866432875
"651",0,2008,2,3.06694068937461
"652",1,2008,2,2.40633082426499
"653",2,2008,2,2.81868418480346
"654",3,2008,2,2.65333870398655
"655",4,2008,2,1.45551086605716
"656",5,2008,2,1.99382935888246
"657",6,2008,2,1.63600090202518
"658",7,2008,2,2.06661161614165
"659",8,2008,2,1.74431079544431
"660",9,2008,2,2.16535584660041
"661",10,2008,2,2.54441935273011
"662",11,2008,2,1.95214565278988
"663",12,2008,2,3.08960016400694
"664",13,2008,2,3.92136047846217
"665",14,2008,2,1.9386265348396
"666",15,2008,2,2.82958907199848
"667",16,2008,2,2.31699368928693
"668",17,2008,2,1.63110771059159
"669",18,2008,2,3.38097967462821
"670",19,2008,2,2.02159845229877
"671",20,2008,2,3.31079159166085
"672",21,2008,2,1.7181016354615
"673",22,2008,2,2.0846422018495
"674",23,2008,2,1.19485724673733
"675",24,2008,2,1.41767898018604
"676",0,2009,2,1.73098304051229
"677",1,2009,2,2.90698875418985
"678",2,2009,2,1.33993087818762
"679",3,2009,2,1.37371781683262
"680",4,2009,2,3.72776821644478
"681",5,2009,2,0.970320567362331
"682",6,2009,2,2.79957691693085
"683",7,2009,2,4.57109992193405
"684",8,2009,2,2.02493718949824
"685",9,2009,2,2.83564933560327
"686",10,2009,2,3.07287829173951
"687",11,2009,2,2.63698895786826
"688",12,2009,2,2.23778656378957
"689",13,2009,2,1.69109050754041
"690",14,2009,2,2.31253310073279
"691",15,2009,2,2.8243251332876
"692",16,2009,2,2.63307507539839
"693",17,2009,2,1.47465913062511
"694",18,2009,2,5.43854027054071
"695",19,2009,2,4.11192195623162
"696",20,2009,2,1.68968349824243
"697",21,2009,2,3.59888441595227
"698",22,2009,2,1.01038332618955
"699",23,2009,2,2.65824967929335
"700",24,2009,2,3.19247212865261
"701",0,2010,2,1.24670251152896
"702",1,2010,2,0.808705765402786
"703",2,2010,2,1.02661496611334
"704",3,2010,2,1.05871315624494
"705",4,2010,2,2.39081129466325
"706",5,2010,2,2.3858847186423
"707",6,2010,2,1.56635192053583
"708",7,2010,2,2.2616683792598
"709",8,2010,2,1.46817852258609
"710",9,2010,2,2.96521078240162
"711",10,2010,2,2.37899823209137
"712",11,2010,2,4.55361666349035
"713",12,2010,2,3.8249360360257
"714",13,2010,2,1.85575061572218
"715",14,2010,2,3.14170911810124
"716",15,2010,2,1.16148369959996
"717",16,2010,2,2.66132586316841
"718",17,2010,2,3.11138740072037
"719",18,2010,2,2.94758615477249
"720",19,2010,2,1.10613696847648
"721",20,2010,2,3.00878861695926
"722",21,2010,2,4.03391951300502
"723",22,2010,2,2.54699929705802
"724",23,2010,2,2.06558875228615
"725",24,2010,2,3.89655665531294
"726",0,2011,2,3.45828076478215
"727",1,2011,2,2.5153659490812
"728",2,2011,2,2.61812308236394
"729",3,2011,2,0.872438434325327
"730",4,2011,2,1.0620099630926
"731",5,2011,2,1.11008208876088
"732",6,2011,2,3.01593078174059
"733",7,2011,2,1.95631275379013
"734",8,2011,2,2.56550087404349
"735",9,2011,2,3.69846804232692
"736",10,2011,2,3.30519853905228
"737",11,2011,2,2.17037853581078
"738",12,2011,2,1.83691557729564
"739",13,2011,2,3.16030204693465
"740",14,2011,2,3.15185337101688
"741",15,2011,2,1.50069181640332
"742",16,2011,2,3.35128151622047
"743",17,2011,2,2.71948669473476
"744",18,2011,2,2.25313775187413
"745",19,2011,2,2.79822760804832
"746",20,2011,2,1.04202521612106
"747",21,2011,2,3.15687396865197
"748",22,2011,2,3.87014829246529
"749",23,2011,2,1.33904944444885
"750",24,2011,2,2.58961909153286
"751",0,2012,2,1.96079598346009
"752",1,2012,2,1.80079698042505
"753",2,2012,2,1.93369028438459
"754",3,2012,2,2.69526539984075
"755",4,2012,2,2.60198072660753
"756",5,2012,2,3.91497079208459
"757",6,2012,2,2.59530549780862
"758",7,2012,2,5.96256488035706
"759",8,2012,2,4.00022807583055
"760",9,2012,2,2.44897457830522
"761",10,2012,2,2.40511004559484
"762",11,2012,2,2.45417413001409
"763",12,2012,2,2.37951953344297
"764",13,2012,2,2.87302711659168
"765",14,2012,2,2.1892434396236
"766",15,2012,2,2.98205030365176
"767",16,2012,2,3.88225332627068
"768",17,2012,2,2.20628204382345
"769",18,2012,2,3.76494853853357
"770",19,2012,2,1.66624553131639
"771",20,2012,2,2.10385816803681
"772",21,2012,2,0.926657861446663
"773",22,2012,2,4.96185799328951
"774",23,2012,2,0.887165070381862
"775",24,2012,2,4.34417510740686
